"slug","pokeapi_id","name","category","sprite_available","game_key"
"hoothootfeather","2129","Hoothoot Feather","tm-materials","false","hoothootfeather"
"spinarakthread","2130","Spinarak Thread","tm-materials","false","spinarakthread"
"aipomhair","2131","Aipom Hair","tm-materials","false","aipomhair"
"yanmaspike","2132","Yanma Spike","tm-materials","false","yanmaspike"
"gligarfang","2133","Gligar Fang","tm-materials","false","gligarfang"
"slugmalava","2134","Slugma Lava","tm-materials","false","slugmalava"
"swinubhair","2135","Swinub Hair","tm-materials","false","swinubhair"
"poochyenafang","2136","Poochyena Fang","tm-materials","false","poochyenafang"
"lotadleaf","2137","Lotad Leaf","tm-materials","false","lotadleaf"
"seedotstem","2138","Seedot Stem","tm-materials","false","seedotstem"
"nosepassfragment","2139","Nosepass Fragment","tm-materials","false","nosepassfragment"
"volbeatfluid","2140","Volbeat Fluid","tm-materials","false","volbeatfluid"
"illumisefluid","2141","Illumise Fluid","tm-materials","false","illumisefluid"
"corphishshell","2142","Corphish Shell","tm-materials","false","corphishshell"
"feebasscales","2143","Feebas Scales","tm-materials","false","feebasscales"
"duskullfragment","2144","Duskull Fragment","tm-materials","false","duskullfragment"
"chinglingfragment","2145","Chingling Fragment","tm-materials","false","chinglingfragment"
"timburrsweat","2146","Timburr Sweat","tm-materials","false","timburrsweat"
"sewaddleleaf","2147","Sewaddle Leaf","tm-materials","false","sewaddleleaf"
"ducklettfeather","2148","Ducklett Feather","tm-materials","false","ducklettfeather"
"litwicksoot","2149","Litwick Soot","tm-materials","false","litwicksoot"
"mienfooclaw","2150","Mienfoo Claw","tm-materials","false","mienfooclaw"
"vullabyfeather","2151","Vullaby Feather","tm-materials","false","vullabyfeather"
"carbinkjewel","2152","Carbink Jewel","tm-materials","false","carbinkjewel"
"phantumptwig","2153","Phantump Twig","tm-materials","false","phantumptwig"
"grubbinthread","2154","Grubbin Thread","tm-materials","false","grubbinthread"
"cutieflypowder","2155","Cutiefly Powder","tm-materials","false","cutieflypowder"
"jangmooscales","2156","Jangmo-o Scales","tm-materials","false","jangmooscales"
"cramorantdown","2157","Cramorant Down","tm-materials","false","cramorantdown"
"morpekosnack","2158","Morpeko Snack","tm-materials","false","morpekosnack"
"poltchageistpowder","2159","Poltchageist Powder","tm-materials","false","poltchageistpowder"
"linkingcord","2160","Linking Cord","evolution","false","linkingcord"
"tm172","2161","TM172","all-machines","true","tm172"
"tm173","2162","TM173","all-machines","true","tm173"
"tm174","2163","TM174","all-machines","true","tm174"
"tm175","2164","TM175","all-machines","true","tm175"
"tm176","2165","TM176","all-machines","true","tm176"
"tm177","2166","TM177","all-machines","true","tm177"
"tm178","2167","TM178","all-machines","true","tm178"
"tm179","2168","TM179","all-machines","true","tm179"
"tm180","2169","TM180","all-machines","true","tm180"
"tm181","2170","TM181","all-machines","true","tm181"
"tm182","2171","TM182","all-machines","true","tm182"
"tm183","2172","TM183","all-machines","true","tm183"
"tm184","2173","TM184","all-machines","true","tm184"
"tm185","2174","TM185","all-machines","true","tm185"
"tm186","2175","TM186","all-machines","true","tm186"
"tm187","2176","TM187","all-machines","true","tm187"
"tm188","2177","TM188","all-machines","true","tm188"
"tm189","2178","TM189","all-machines","true","tm189"
"tm190","2179","TM190","all-machines","true","tm190"
"tm191","2180","TM191","all-machines","true","tm191"
"tm192","2181","TM192","all-machines","true","tm192"
"tm193","2182","TM193","all-machines","true","tm193"
"tm194","2183","TM194","all-machines","true","tm194"
"tm195","2184","TM195","all-machines","true","tm195"
"tm196","2185","TM196","all-machines","true","tm196"
"tm197","2186","TM197","all-machines","true","tm197"
"tm198","2187","TM198","all-machines","true","tm198"
"tm199","2188","TM199","all-machines","true","tm199"
"tm200","2189","TM200","all-machines","true","tm200"
"tm201","2190","TM201","all-machines","true","tm201"
"tm202","2191","TM202","all-machines","true","tm202"
"tm203","2192","TM203","all-machines","true","tm203"
"tm204","2193","TM204","all-machines","true","tm204"
"tm205","2194","TM205","all-machines","true","tm205"
"tm206","2195","TM206","all-machines","true","tm206"
"tm207","2196","TM207","all-machines","true","tm207"
"tm208","2197","TM208","all-machines","true","tm208"
"tm209","2198","TM209","all-machines","true","tm209"
"tm210","2199","TM210","all-machines","true","tm210"
"tm211","2200","TM211","all-machines","true","tm211"
"tm212","2201","TM212","all-machines","true","tm212"
"tm213","2202","TM213","all-machines","true","tm213"
"tm214","2203","TM214","all-machines","true","tm214"
"tm215","2204","TM215","all-machines","true","tm215"
"tm216","2205","TM216","all-machines","true","tm216"
"tm217","2206","TM217","all-machines","true","tm217"
"tm218","2207","TM218","all-machines","true","tm218"
"tm219","2208","TM219","all-machines","true","tm219"
"tm220","2209","TM220","all-machines","true","tm220"
"tm221","2210","TM221","all-machines","true","tm221"
"tm222","2211","TM222","all-machines","true","tm222"
"tm223","2212","TM223","all-machines","true","tm223"
"tm224","2213","TM224","all-machines","true","tm224"
"tm225","2214","TM225","all-machines","true","tm225"
"tm226","2215","TM226","all-machines","true","tm226"
"tm227","2216","TM227","all-machines","true","tm227"
"tm228","2217","TM228","all-machines","true","tm228"
"tm229","2218","TM229","all-machines","true","tm229"
"lastrangeball","2219","Strange Ball","standard-balls","true","lastrangeball"
"lapokeball","2220","Poké Ball","standard-balls","true","lapokeball"
"lagreatball","2221","Great Ball","standard-balls","true","lagreatball"
"laultraball","2222","Ultra Ball","standard-balls","true","laultraball"
"laheavyball","2223","Heavy Ball","standard-balls","true","laheavyball"
"laleadenball","2224","Leaden Ball","standard-balls","true","laleadenball"
"lagigatonball","2225","Gigaton Ball","standard-balls","true","lagigatonball"
"lafeatherball","2226","Feather Ball","standard-balls","true","lafeatherball"
"lawingball","2227","Wing Ball","standard-balls","true","lawingball"
"lajetball","2228","Jet Ball","standard-balls","true","lajetball"
"laoriginball","2229","Origin Ball","standard-balls","true","laoriginball"
"blackaugurite","2230","Black Augurite","evolution","false","blackaugurite"
"peatblock","2231","Peat Block","evolution","false","peatblock"
"metalalloy","2232","Metal Alloy","evolution","false","metalalloy"
"clefablite","2233","clefablite","mega-stones","false","clefablite"
"victreebelite","2234","victreebelite","mega-stones","false","victreebelite"
"starminite","2235","starminite","mega-stones","false","starminite"
"dragoninite","2236","dragoninite","mega-stones","false","dragoninite"
"meganiumite","2237","meganiumite","mega-stones","false","meganiumite"
"feraligite","2238","feraligite","mega-stones","false","feraligite"
"skarmorite","2239","skarmorite","mega-stones","false","skarmorite"
"froslassite","2240","froslassite","mega-stones","false","froslassite"
"heatranite","2241","heatranite","mega-stones","false","heatranite"
"darkranite","2242","darkranite","mega-stones","false","darkranite"
"emboarite","2243","emboarite","mega-stones","false","emboarite"
"excadrite","2244","excadrite","mega-stones","false","excadrite"
"scolipite","2245","scolipite","mega-stones","false","scolipite"
"scraftinite","2246","scraftinite","mega-stones","false","scraftinite"
"eelektrossite","2247","eelektrossite","mega-stones","false","eelektrossite"
"chandelurite","2248","chandelurite","mega-stones","false","chandelurite"
"chesnaughtite","2249","chesnaughtite","mega-stones","false","chesnaughtite"
"delphoxite","2250","delphoxite","mega-stones","false","delphoxite"
"greninjite","2251","greninjite","mega-stones","false","greninjite"
"pyroarite","2252","pyroarite","mega-stones","false","pyroarite"
"floettite","2253","floettite","mega-stones","false","floettite"
"malamarite","2254","malamarite","mega-stones","false","malamarite"
"barbaracite","2255","barbaracite","mega-stones","false","barbaracite"
"dragalgite","2256","dragalgite","mega-stones","false","dragalgite"
"hawluchanite","2257","hawluchanite","mega-stones","false","hawluchanite"
"zygardite","2258","zygardite","mega-stones","false","zygardite"
"drampanite","2259","drampanite","mega-stones","false","drampanite"
"zeraorite","2260","zeraorite","mega-stones","false","zeraorite"
"falinksite","2261","falinksite","mega-stones","false","falinksite"
"raichunitex","2262","raichunite-x","mega-stones","false","raichunitex"
"raichunitey","2263","raichunite-y","mega-stones","false","raichunitey"
"chimechite","2264","chimechite","mega-stones","false","chimechite"
"absolitez","2265","absolite-z","mega-stones","false","absolitez"
"staraptite","2266","staraptite","mega-stones","false","staraptite"
"garchompitez","2267","garchompite-z","mega-stones","false","garchompitez"
"lucarionitez","2268","lucarionite-z","mega-stones","false","lucarionitez"
"golurkite","2269","golurkite","mega-stones","false","golurkite"
"meowsticite","2270","meowsticite","mega-stones","false","meowsticite"
"crabominite","2271","crabominite","mega-stones","false","crabominite"
"golisopite","2272","golisopite","mega-stones","false","golisopite"
"magearnite","2273","magearnite","mega-stones","false","magearnite"
"scovillainite","2274","scovillainite","mega-stones","false","scovillainite"
"baxcalibrite","2275","baxcalibrite","mega-stones","false","baxcalibrite"
"tatsugirinite","2276","tatsugirinite","mega-stones","false","tatsugirinite"
"glimmoranite","2277","glimmoranite","mega-stones","false","glimmoranite"
"hopoberry","2278","hopo-berry","pp-recovery","false","hopoberry"
